Objra,Objdec,mangaid,plateifu
253.63151,10.462122,  7-13559572 ,   9859-9101 
193.444434851,27.3859420784,    1-456821 ,   8950-9101 
207.557469772,42.7462672628,    1-250922 ,   8332-9101 
100.86423,-0.38356999,    7-572615 ,   8782-9101 
156.403127756,37.2223052101,    1-392952 ,   8943-9101 
24.796279,-19.011409, 3-105919884 ,   8660-9101 
216.50816,50.078681,  7-11056566 ,   9668-9101 
290.29194,37.833577,  3-11904173 ,   8560-9101 
248.190287999,25.8579602462,    1-269986 ,   9049-9101 
148.636737571,31.606730807,    1-389743 ,   8150-9101 
297.5579,28.608717,  3-31631274 ,   9118-9101 
352.83481,41.170242,  7-22959822 ,   9260-9101 
126.784081042,27.8104519653,    1-230422 ,   9510-9101 
168.73450562,50.334872965,    1-149200 ,   8947-9101 
224.95234,21.790827, 3-141468914 ,   8915-9101 
333.228,42.96365,  3-64497396 ,   8679-9101 
226.54702,36.924258,  7-11712958 ,   9687-9101 
322.37074,-0.219591,    1-180172 ,   7968-9101 
77.48032,24.74991,  3-17184720 ,   9671-9101 
277.73968,2.410168,  3-46334399 ,   8708-9101 
272.02689,-8.2199405,  3-56515598 ,   8667-9101 
113.19932,66.283658, 3-159271103 ,   9515-9101 
223.61098242,53.2174411839,    1-631640 ,   8592-9101 
7.0982624,56.624646,  3-59095506 ,   8703-9101 
339.7709,44.253893,  3-71622456 ,   9301-9101 
140.80389,46.971633, 3-149567824 ,   9534-9101 
227.547504702,42.607145053,    1-321936 ,   9871-9101 
118.31988726,32.5437329364,    1-153028 ,   8977-9101 
52.783263,1.1708175,  3-91236143 ,   9520-9101 
289.12439,-29.576046, 3-101283539 ,   9098-9101 
215.52283,56.886528,  7-11070156 ,   8964-9101 
163.723813899,48.9445453077,    1-173626 ,   8999-9101 
47.758126,47.168288,  7-24308771 ,   8681-9101 
330.41851,54.575202,  7-21752634 ,   8690-9101 
258.3061,-25.075459, 3-125279173 ,   8556-9101 
116.388447639,40.1901035472,     1-43349 ,   8713-9101 
295.99025,42.968986,  7-18114721 ,   9129-9101 
320.79817,51.463,      27-112 ,   7995-9101 
273.17042,-4.2426614,  3-51526608 ,   9113-9101 
109.87932,3.31678,   7-1738506 ,   9529-9101 
117.739943026,45.9895292443,    1-339125 ,   8714-9101 
288.32507,48.255475,   3-6607970 ,   8671-9101 
334.58113,51.060871,  3-50876174 ,   9535-9101 
314.34179,56.598624,  3-19006449 ,   9124-9101 
313.94691,56.099743,  3-19421541 ,   9299-9101 
58.822142,24.899469,  3-43407515 ,   8781-9101 
176.53432,1.38729,     27-1860 ,   8052-9101 
245.129711323,29.891024251,    1-272088 ,   9025-9101 
63.814192,61.110517,   3-6678801 ,   8809-9101 
244.94889,52.265411, 3-157355156 ,   8967-9101 
287.59951,43.142984,  7-17105284 ,   9079-9101 
110.41995,2.2479907, 3-142653834 ,   9530-9101 
165.90373,11.79719,   7-7716706 ,   9672-9101 
194.22764,43.02329,     4-17324 ,   8264-9101 
289.39609,-2.376967,  3-72949653 ,   9116-9101 
117.684629327,30.3463741575,    1-152830 ,   8936-9101 
78.309996,47.921362,  7-26500667 ,   8705-9101 
43.865157,34.418054,  3-51481629 ,   9521-9101 
215.18499,58.186088, 3-152627846 ,   8963-9101 
203.988189415,41.6046472776,    1-285879 ,   8331-9101 
83.726895,0.733512,  7-26752980 ,   9473-9101 
85.491744,-1.5708768,  3-49529660 ,   8897-9101 
152.44464,27.182908, 3-132716374 ,   9669-9101 
129.335954022,25.1543943847,    1-385101 ,   9501-9101 
316.639658795,10.7512221884,    1-113375 ,   7815-9101 
157.66051618,44.0127207743,    1-274663 ,   8253-9101 
131.09903,12.404821, 3-137026230 ,   8975-9101 
239.67524,6.0913229, 3-139452361 ,   8635-9101 
83.428272,-6.7039385,  3-61387871 ,   9659-9101 
290.29194,37.833577,  3-11904173 ,   8631-9101 
93.42049,43.70215,      4-1261 ,   8101-9101 
12.00422,40.45442,     4-15425 ,   8114-9101 
243.52172,51.705083, 3-157004994 ,   9011-9101 
118.625669207,26.915332139,    1-145884 ,   8149-9101 
247.409672103,40.2353879985,    1-135530 ,   8550-9101 
247.907995888,41.4936431012,    1-135044 ,   8978-9101 
294.21535,49.404566,  7-17744180 ,   9861-9101 
260.674137648,59.8518663722,     1-25632 ,   8611-9101 
167.10357,11.622196,   7-7741068 ,   9682-9101 
43.859852,60.261507,  7-23931358 ,   9542-9101 
335.15789,65.599476,  3-22166243 ,   9262-9101 
334.15453,49.278985,  3-53882229 ,   9466-9101 
197.17944,72.128524,   7-9488956 ,   9012-9101 
122.640238394,49.2202259168,     1-45370 ,   8720-9101 
235.398323152,28.0495680836,    1-316920 ,   9888-9101 
296.22187,42.814648,  7-18190504 ,   9130-9101 
80.935989,2.9913984,  3-47964734 ,   8906-9101 
126.329009561,20.3980989477,    1-412858 ,   9488-9101 
0.94599097,85.463293,   3-2779683 ,   9083-9101 
63.405724,22.965983,  7-25250976 ,   8778-9101 
164.973122161,43.3697457178,    1-256104 ,   8256-9101 
125.78614,0.398784,   7-4227429 ,   8924-9101 
98.676978,23.661696, 3-155729623 ,   8804-9101 
212.259249772,54.5562038875,    1-629057 ,   8591-9101 
284.76449,44.755559,  7-16832837 ,   9860-9101 
66.061844,19.42027,  7-25764536 ,   8777-9101 
141.68214,26.68123,      4-2747 ,   8099-9101 
116.2774589,28.7575198551,    1-556506 ,   8146-9101 
201.713650095,26.5912389132,    1-457811 ,   8982-9101 
117.434926452,27.8537520479,    1-201197 ,   8147-9101 
82.060793,0.52373083,  3-50519227 ,   8901-9101 
153.92384006,45.367076756,    1-167403 ,   8454-9101 
287.90987,-1.5155477,  3-69323591 ,  10020-9101 
222.976271051,31.2801437799,    1-373327 ,   9002-9101 
126.82506016,46.0326127,       43-47 ,   8725-9101 
193.27829,41.62929,       4-830 ,   8098-9101 
341.35589,24.276004,  3-97870737 ,   8658-9101 
151.0721,27.101955, 3-133730773 ,   9681-9101 
209.27011,33.139838,  7-10349316 ,   9725-9101 
83.562303,-7.327975,  7-26977270 ,   9660-9101 
118.938278752,37.821563421,     1-71763 ,   9181-9101 
103.3939,-0.492257,    7-703127 ,   8803-9101 
52.64051,62.4589,      27-919 ,   8039-9101 
192.937400708,27.0183183201,    1-455654 ,   9863-9101 
190.993,-2.311139, 3-109499894 ,   8929-9101 
287.8727,46.437201,  7-17078823 ,   9803-9101 
254.51148,-21.323995, 3-125567768 ,   8557-9101 
9.138792,33.158547,  7-24738650 ,   8684-9101 
176.63636,2.20471,     4-19937 ,   8265-9101 
82.955748,10.316018,  7-26740232 ,   8882-9101 
178.50698,34.711239, 3-118743782 ,   8798-9101 
82.214658,-5.596702,  7-26753482 ,   9533-9101 
125.57392,-0.811948,   7-4186583 ,   8795-9101 
245.056710905,25.7100874489,    1-296334 ,   9048-9101 
119.910115328,51.7923625696,    1-379087 ,   8715-9101 
196.086288313,45.0566592336,    1-259618 ,   8318-9101 
250.181213474,40.4146659206,    1-569116 ,   8601-9101 
164.973122161,43.3697457178,    1-256104 ,   8451-9101 
233.08771168,45.8930510864,    1-247430 ,   8551-9101 
140.74133,47.378554, 3-149693666 ,   9727-9101 
204.631692494,26.1054586831,    1-458168 ,   8952-9101 
61.8480353206,-6.68645241484,     1-52637 ,   8158-9101 
321.32159,11.45475,     4-12658 ,   8121-9101 
28.0792260837,13.6340560516,     1-42646 ,   9195-9101 
239.67524,6.0913229, 3-139452361 ,   8640-9101 
24.708125,30.675208,  3-84191865 ,   9291-9101 
116.772427903,22.2941298143,    1-604826 ,   8726-9101 
20.259077,0.94798397, 3-104351562 ,   8683-9101 
291.25495,1.95528,  7-17477496 ,   8694-9101 
82.71582,31.96679,     27-1489 ,   8044-9101 
81.158915,23.963713,  3-14433801 ,   8774-9101 
314.77862,36.041451,  7-20139897 ,   8688-9101 
240.2343,5.0765234, 3-138981667 ,   8634-9101 
59.400552,10.259841,  3-67352487 ,   8686-9101 
72.579856,33.974531,  7-26102095 ,   8666-9101 
131.244455934,25.7392809331,    1-385361 ,   9500-9101 
140.86526,27.49483,      4-2981 ,   8100-9101 
225.26027,22.932352, 3-142254372 ,   9980-9101 
134.273506028,40.0137134303,    1-216779 ,   8440-9101 
245.998437113,21.7950305856,    1-318601 ,   9050-9101 
322.41431,12.305814,  3-93866705 ,   9305-9101 
117.302592541,45.5102739714,    1-548136 ,   8138-9101 
47.980727,47.31831,  7-24167082 ,   8808-9101 
10.935335,84.914347,   3-2780226 ,   9264-9101 
233.115235694,41.8117859622,    1-322563 ,   9872-9101 
262.468323287,56.8263130659,     1-24407 ,   8626-9101 
38.9363186162,-0.188187021784,     1-36381 ,   8153-9101 
86.081912,10.318726,  7-27666955 ,   9482-9101 
238.718472619,47.8808922742,    1-133976 ,   8486-9101 
136.778259104,42.5951034895,    1-137730 ,   8247-9101 
339.85159,44.528113,  7-22043605 ,   8697-9101 
11.366908,41.993664,       52-26 ,   9678-9101 
41.85692,37.49907,     4-15011 ,   8113-9101 
241.278593012,42.0373576473,    1-248405 ,   8979-9101 
226.911930178,44.5562592519,    1-322020 ,   8552-9101 
178.50698,34.711239, 3-118743782 ,   8816-9101 
349.44706,53.21004,      27-352 ,   7997-9101 
191.80355,13.03445,     4-20362 ,   8269-9101 
281.55922,44.343917,  7-16577626 ,   8673-9101 
284.83671,32.232111,  3-11883855 ,   9122-9101 
291.36372,1.822079,  7-17507299 ,   8695-9101 
225.27295,36.305912, 3-148006922 ,   9772-9101 
224.298391732,49.6289892627,    1-246599 ,   8597-9101 
205.18763,-0.51766,     4-21561 ,   8266-9101 
246.765073506,39.527385803,    1-210785 ,   8312-9101 
139.20845782,0.572708373011,    1-605753 ,   9512-9101 
40.40375,52.94107,      27-959 ,   8038-9101 
258.495841161,33.6071374989,    1-547402 ,   7958-9101 
142.53651,56.432187, 3-152517822 ,   9689-9101 
226.92038,21.732467,  7-11675869 ,   9066-9101 
323.16784,11.933675,  3-94812862 ,   8706-9101 
215.94908,56.594389,  7-11080522 ,   8962-9101 
292.24629,42.185447, 54-45969829 ,  10011-9101 
119.983884918,26.3829661452,    1-163959 ,   8940-9101 
213.91577,50.71383,    1-592810 ,   9864-9101 
208.659371293,54.1225667768,    1-244805 ,   8309-9101 
65.422459,28.101143,  3-28205886 ,   9258-9101 
165.13845,46.34362,    1-277470 ,   8993-9101 
133.87809679,57.5645448676,     1-48189 ,  10001-9101 
29.621448,-1.2276903, 3-103344770 ,   8806-9101 
228.77276,1.0502673, 3-125598115 ,   9017-9101 
124.759173858,27.1039714703,    1-230173 ,   8942-9101 
114.610230102,28.9630777324,    1-120941 ,   8144-9101 
117.108600016,27.2980447031,    1-201173 ,   8145-9101 
54.590584,24.918878,  3-50006033 ,   9257-9101 
295.20322,11.351867,  7-18114430 ,   9978-9101 
246.942944115,44.177521384,     1-93876 ,   8484-9101 
170.487598202,52.9627851505,    1-187006 ,   8997-9101 
79.86733,24.90602,     4-14191 ,   8118-9101 
124.799502889,25.5317113858,    1-230005 ,   9508-9101 
79.86733,24.90602,     4-14191 ,   8119-9101 
224.31049,22.618549, 3-141469101 ,   8914-9101 
49.802141,20.54059,  7-24148535 ,   8685-9101 
46.4972859801,-0.166472479946,     1-37818 ,   9194-9101 
116.577525356,18.368684364,    1-297936 ,   9492-9101 
134.67238225,54.2181381903,     1-48535 ,   8721-9101 
56.4251416467,-0.378460418812,    1-109493 ,   8156-9101 
140.53835,48.461018, 3-150190875 ,   9692-9101 
146.20168,55.341671, 3-151190892 ,   9540-9101 
206.069647949,39.5091473886,    1-260458 ,   8447-9101 
254.50845,12.081495, 3-149293987 ,   9858-9101 
92.405504,-5.138894,  7-28214709 ,   8909-9101 
38.917143,25.913025,  3-72168778 ,   8807-9101 
121.955914895,20.061749843,    1-556855 ,   9490-9101 
155.580761111,36.5830378474,    1-392067 ,   8568-9101 
86.366551,41.773812,  7-27757186 ,   8814-9101 
292.48764,30.269066,  7-17948113 ,   9307-9101 
132.67582,12.545275,   7-4874129 ,   8973-9101 
283.40104,48.253472,  7-16886993 ,   8669-9101 
218.538472134,48.1088764319,    1-321165 ,   9868-9101 
281.63923,44.081699,  7-16557545 ,  10009-9101 
81.216209,-2.512231,  3-57014412 ,   9478-9101 
236.778435731,43.2337298304,    1-248111 ,   9038-9101 
13.19456,63.30087,      27-843 ,   8036-9101 
176.83434,52.48843,    1-150337 ,   8991-9101 
203.958723047,40.2716872812,    1-285728 ,   8330-9101 
189.705788835,44.9585256539,    1-259050 ,   8341-9101 
171.96642307,21.4092051085,    1-491095 ,   8338-9101 
244.15763746,42.4488084008,    1-569162 ,   8600-9101 
225.11816,67.11471,     4-16917 ,   8271-9101 
10.947376,-11.371088, 3-106170737 ,   8659-9101 
190.11412,-2.3080634, 3-109409729 ,   8916-9101 
83.806465,0.9825312,  3-47420446 ,   9474-9101 
140.74133,47.378554, 3-149693666 ,   9780-9101 
112.997,3.7495096, 3-142287636 ,   9532-9101 
199.13902,31.54643,    1-419151 ,   8442-9101 
119.076876372,18.5059504563,    1-382505 ,   9491-9101 
329.44136,56.11677,  3-34951812 ,   8692-9101 
64.471876,17.808262,  7-25522206 ,   8776-9101 
282.2705,-25.144989,  3-96035285 ,   9073-9101 
235.786093375,40.0485541708,    1-322784 ,   8315-9101 
144.52643,36.0392,    1-301241 ,   8462-9101 
140.53835,48.461018, 3-150190875 ,   9729-9101 
118.344852476,36.2743788157,     1-71525 ,   8717-9101 
7.210102,56.848706,  7-24776706 ,   8702-9101 
79.135357,23.611291,  3-16819171 ,   8815-9101 
173.161871962,53.4521662882,    1-188307 ,   8996-9101 
253.6431,11.278302, 3-148648146 ,   9679-9101 
167.10357,11.622196,   7-7741068 ,   9779-9101 
75.0868,23.14414,     27-1542 ,   8046-9101 
243.907395061,31.321300172,    1-272321 ,   9027-9101 
104.12269,24.71721,     27-1722 ,   8049-9101 
126.68451,0.040454002,   7-4275578 ,   8925-9101 
345.64718,59.384801,  3-45623164 ,   8699-9101 
287.41145,50.848769,  7-17080739 ,  10008-9101 
201.971931237,28.5081687796,    1-395622 ,   8984-9101 
208.9539,33.47966,  7-10372075 ,   8912-9101 
283.65933,17.29855,  3-28844946 ,   9004-9101 
99.38525,6.93813,     27-1792 ,   8050-9101 
59.792928,26.156687,  7-24947280 ,   8780-9101 
298.31601,17.806014,  3-50680013 ,   9975-9101 
84.59158,-2.136673,  7-27012040 ,   8898-9101 
295.14131,12.374288,  7-18125762 ,   9294-9101 
205.332901659,36.9352572078,    1-418228 ,   8446-9101 
284.64473,16.004557,  7-17071921 ,   9295-9101 
47.3400297067,-0.407944397575,     1-37769 ,   8080-9101 
208.9539,33.47966,  7-10372075 ,   9544-9101 
128.633013857,27.0535922562,    1-299163 ,   9507-9101 
49.575091,49.519842,  7-24300217 ,   9662-9101 
225.11816,67.11471,     4-16917 ,   8112-9101 
210.84269901,48.2530853947,    1-235186 ,   8325-9101 
283.93751,-10.125985,  7-16973129 ,   9686-9101 
192.80194,42.828381, 3-133381148 ,   8796-9101 
57.726601324,-6.73140945314,     1-51968 ,   8728-9101 
168.743747542,53.6249599457,    1-187554 ,   9000-9101 
69.92438,32.86035,     27-1369 ,   8043-9101 
261.10024,57.685745, 3-160484300 ,   9071-9101 
311.347364242,0.492528629548,    1-178698 ,   8623-9101 
247.333327133,39.4289925576,    1-594505 ,   8604-9101 
42.224055,53.448955,  7-23923156 ,   8811-9101 
176.53432,1.38729,     27-1860 ,   8051-9101 
246.591343199,40.9118371658,    1-211028 ,   9869-9101 
47.7721826741,-0.546537826618,     1-37727 ,   8081-9101 
164.973122161,43.3697457178,    1-256104 ,   8274-9101 
217.7658,48.929403, 3-149810711 ,   9005-9101 
156.433378312,47.3264947743,    1-172936 ,   8452-9101 
0.94599075,85.463293,   3-2779683 ,   9084-9101 
83.328939,11.54165,  7-26795743 ,   8881-9101 
243.44155,52.738175, 3-157092777 ,   8920-9101 
345.72938,59.2144,      27-213 ,   7999-9101 
176.35873382,49.8790405576,    1-174947 ,   8989-9101 
241.799551053,48.5725625102,     1-92626 ,   8482-9101 
131.98211,12.29417, 3-136195076 ,   8972-9101 
163.60573,49.045396,   7-7454891 ,   9804-9101 
245.662643292,47.1607564493,     1-93378 ,   8483-9101 
229.277476479,31.3481660706,    1-315626 ,   9044-9101 
329.44136,56.11677,  3-34951812 ,   8693-9101 
115.77527,66.157031,   7-2991792 ,   9539-9101 
155.50701,14.28504,     4-13417 ,   8120-9101 
209.27011,33.139838,  7-10349316 ,   9778-9101 
293.94589,38.54886,     4-10532 ,   8110-9101 
285.93903,-9.3939783,  3-79249783 ,   9111-9101 
125.227739446,23.7292001251,    1-556714 ,   8939-9101 
204.884835757,27.1071467218,   12-129610 ,   7495-9101 
261.29575,58.224374,  7-14803973 ,   9072-9101 
62.379929,23.65408,  3-39850588 ,   8779-9101 
206.313852837,23.3165126883,    1-523050 ,   8320-9101 
67.937797,-0.29371802,  7-25620669 ,   8773-9101 
92.74635,45.39727,       4-903 ,   8102-9101 
117.418414871,44.8960154584,    1-339092 ,   8141-9101 
119.284483439,47.7656374167,    1-351506 ,   8567-9101 
121.244031648,38.2676957413,    1-122094 ,   9183-9101 
245.50106378,38.9150731969,    1-248973 ,   8602-9101 
83.86022,33.35867,     27-1497 ,   8045-9101 
223.562877073,49.4304975378,    1-198159 ,   9865-9101 
240.69724,5.9011101, 3-139907317 ,   8636-9101 
178.25075,18.368751, 3-112222567 ,   9018-9101 
227.13237,36.273386,  7-11696314 ,   9688-9101 
184.633472759,46.2984553717,    1-282150 ,   8263-9101 
226.164161535,47.436509877,    1-198505 ,   9034-9101 
259.168654353,27.9765101547,    1-178482 ,   7962-9101 
297.40691,47.349733,  7-18205795 ,   9022-9101 
283.57997,-9.9201598,  3-76901419 ,   9110-9101 
169.364329612,23.3467272252,    1-488706 ,   8449-9101 
290.86104,38.609824,  3-11907157 ,   9132-9101 
81.587581,4.1419562,  3-45173717 ,   8905-9101 
84.402313,-10.397248,  53-1342795 ,   9676-9101 
9.74828,56.31535,      27-756 ,   8000-9101 
314.99303,63.098753,  3-13398927 ,   9263-9101 
315.10807,36.188503,  3-47167311 ,   8689-9101 
242.580424835,47.9132008963,     1-92615 ,   8548-9101 
297.04017,50.172691,  7-18274951 ,   9021-9101 
254.225693246,33.9085799813,    1-176402 ,   8613-9101 
280.71561,-24.45755,  3-94057002 ,   9075-9101 
50.7135225204,0.139672286532,     1-38210 ,   8084-9101 
56.578992,68.088103,       51-28 ,   9674-9101 
176.67088,0.07413542, 3-108912221 ,   8930-9101 
186.67567367,43.7833156939,    1-282600 ,   8464-9101 
183.79254,33.146647,       14-23 ,   7444-9101 
176.124268525,55.577771943,    1-188803 ,   8995-9101 
292.89736,45.896037,  7-17803380 ,   9304-9101 
163.76509,-2.160673,   7-7373180 ,   8961-9101 
291.53887,31.420319,  7-17675209 ,   9306-9101 
163.19208,-3.600336,   7-7406509 ,   8960-9101 
176.18326,34.117358, 3-119677047 ,   8799-9101 
83.047657,-1.1359085,  3-52006573 ,   9477-9101 
241.256482028,26.1208811998,    1-265117 ,   9088-9101 
356.53702356,1.03033424423,     1-29851 ,   8655-9101 
254.933111847,32.615325459,    1-561014 ,   9883-9101 
111.938062776,42.1806755052,    1-377560 ,   8132-9101 
290.86035,1.294802,  7-17643308 ,   9126-9101 
255.06691,-23.007045, 3-124506845 ,   8558-9101 
163.9673,47.814024,   7-7509742 ,   9805-9101 
196.063349007,35.4154973954,    1-405698 ,   8323-9101 
296.4193,47.751438,  7-18242835 ,   9023-9101 
139.308858804,44.4891619278,    1-137845 ,   8250-9101 
81.728339,12.578807,  7-26987526 ,   8886-9101 
239.37286,6.180529,  7-12478802 ,   9807-9101 
196.033192066,27.9649688095,    1-457175 ,   8932-9101 
233.107502765,48.8332849239,    1-209266 ,   8485-9101 
236.15255855,54.2093311396,     1-90779 ,   8481-9101 
57.2429855767,-0.521120144849,    1-228997 ,   8086-9101 
239.697545939,41.9380974666,    1-247980 ,   8313-9101 
182.282815784,37.1108680464,    1-419450 ,   8554-9101 
138.58276,29.54567,    1-605709 ,   9505-9101 
206.99694,-0.51577484, 3-113230897 ,   9684-9101 
351.64078,49.71921,      27-486 ,   7998-9101 
277.93965,3.864554,  7-16460046 ,   9801-9101 
164.29873,-3.277142,   7-7561299 ,   8922-9101 
205.359440553,31.256181578,    1-416015 ,   8985-9101 
258.25858,58.09226,  7-14466361 ,   9007-9101 
194.922091018,28.5071906731,    1-404243 ,   9876-9101 
50.138413881,-0.339959846103,     1-38017 ,   8083-9101 
59.23817,37.59398,     27-1334 ,   8042-9101 
127.360336432,22.7434073122,    1-384872 ,   9494-9101 
66.766511,61.900954,   3-5437638 ,   8680-9101 
132.21015,12.215891,   7-4879826 ,   8974-9101 
234.620422955,43.7332008203,    1-199432 ,   9037-9101 
82.397887,-0.76668533,  3-52506170 ,   9475-9101 
290.45801,37.236972,  3-12731836 ,   9133-9101 
312.60822,62.331296,  3-12813088 ,   8698-9101 
316.974767372,0.875871263961,    1-179503 ,   7964-9101 
117.22209749,28.9016244096,    1-584634 ,   8937-9101 
221.79499,-6.1252366, 3-116269143 ,   8968-9101 
287.90987,-1.5155477,  3-69323591 ,   9977-9101 
143.17643,56.704431, 3-152399843 ,   9541-9101 
242.505360742,24.3535069532,    1-317837 ,   9095-9101 
83.486197,11.301796,  7-26799252 ,   8883-9101 
259.755481953,57.1734974561,     1-23914 ,   7990-9101 
127.178093813,45.7425550277,    1-574519 ,   8725-9102 
293.06577,48.492835,  7-17687502 ,   8670-9102 
202.6892,26.52161,    1-626395 ,   8982-9102 
132.977743439,52.9008813541,     1-48410 ,   8244-9102 
225.71019,21.67016, 3-141670140 ,   8915-9102 
207.0795839,36.4896023942,    1-410718 ,   8446-9102 
7.9474665,56.240718,  3-59096940 ,   8703-9102 
245.362216361,42.76129006,    1-134760 ,   8600-9102 
235.941918996,28.4152116397,    1-633219 ,   9041-9102 
253.66949,11.557469, 3-148778842 ,   9858-9102 
236.083608174,44.9435181253,    1-247904 ,   9035-9102 
28.9773338942,14.8215751452,    1-558592 ,   9195-9102 
66.835306,17.864946,  3-42810574 ,   8777-9102 
272.25966,-7.4059089,  3-55515091 ,   8667-9102 
169.684933409,21.5641842202,    1-488620 ,   8449-9102 
176.18611,1.12443,     4-19466 ,   8270-9102 
203.653588544,23.1204111228,    1-522749 ,   8311-9102 
323.751629512,-0.511444352259,    1-180080 ,   7968-9102 
246.45535386,40.3452092859,    1-210971 ,   8604-9102 
244.914628957,47.8732126405,     1-93352 ,   8548-9102 
240.10312,5.8330771, 3-139452198 ,   8640-9102 
117.811568516,28.1536304342,    1-201391 ,   8146-9102 
135.818210094,56.6253848319,     1-55552 ,  10001-9102 
145.62733,55.396435, 3-151313028 ,   9541-9102 
25.843354,-19.732313, 3-105900221 ,   8660-9102 
191.012464449,45.1292659168,    1-259245 ,   8341-9102 
283.76133,43.592389,   3-4974289 ,  10009-9102 
315.7038,54.144701,  3-23553534 ,   8677-9102 
198.189163092,46.9349872724,    1-284526 ,   8465-9102 
352.90184,39.231156,  7-22933119 ,   9260-9102 
255.00091,11.385244,  7-14238935 ,   9859-9102 
47.426979,48.763387,  7-24331380 ,   8681-9102 
345.25035,58.958664,  3-46181255 ,   8699-9102 
247.763413807,39.5621866757,    1-210711 ,   8602-9102 
59.938561,26.187017,  3-39283873 ,   8781-9102 
113.610094821,38.629014845,     1-43022 ,   8135-9102 
122.208067159,41.0106134314,     1-72382 ,   9486-9102 
120.918897692,46.7273933044,     1-44722 ,   8714-9102 
196.042616824,29.015429067,    1-403720 ,   8935-9102 
225.199638673,48.6075536115,    1-198196 ,   8597-9102 
30.306944,-1.1747593, 3-103225210 ,   8806-9102 
295.92923,39.85278,      4-9163 ,   8110-9102 
330.69333,53.65042,  3-40879571 ,   8690-9102 
160.25026,25.545944,   7-7579538 ,   8959-9102 
47.038724,48.372965,  7-24296500 ,   8808-9102 
255.58934,-21.433463, 3-126083153 ,   8558-9102 
5.1899728,69.736157,  3-26016900 ,   8701-9102 
114.756034318,31.9147093423,     1-71108 ,   8139-9102 
243.830304469,42.0376366038,    1-210547 ,   8979-9102 
152.514716814,47.1209306545,    1-147522 ,   8453-9102 
323.57803,50.50045,      27-179 ,   7995-9102 
324.548678082,12.1942577854,    1-114500 ,   7975-9102 
210.240944984,42.8556424101,    1-251307 ,   8332-9102 
177.9023,33.554598, 3-118564742 ,   8799-9102 
261.48337,57.014166,  7-14799356 ,   9072-9102 
196.651709133,27.8729460666,    1-457236 ,   8932-9102 
229.03165,0.873171,  7-11689601 ,   9017-9102 
195.73485,41.82382,       4-828 ,   8098-9102 
248.386543199,25.9644640748,    1-269982 ,   9049-9102 
110.5082,2.9763388, 3-142995230 ,   9529-9102 
194.16002111,28.1062643769,    1-456526 ,   8931-9102 
169.831581113,53.6882024614,    1-187505 ,   9000-9102 
173.929666166,49.7378213736,    1-615921 ,   8990-9102 
210.35711,32.837156, 3-139461894 ,   9725-9102 
353.71065,49.23585,      27-485 ,   7998-9102 
217.81073,50.015893,  7-10995100 ,   9668-9102 
119.811560997,37.3277476896,    1-122044 ,   9181-9102 
167.19939,11.698424,   7-7879880 ,   9779-9102 
119.200248334,33.2544789221,    1-153082 ,   8977-9102 
248.766160205,44.5424307204,    1-634055 ,   8484-9102 
244.30216,50.203685,  7-12909539 ,   8967-9102 
21.66997,85.794883,   3-1798497 ,   9084-9102 
164.70587,49.748511, 3-142445623 ,   9804-9102 
85.161405,-2.5631744,  3-51510800 ,   8896-9102 
146.20163,55.110019, 3-151067615 ,   8911-9102 
115.03156,65.136587, 3-158957639 ,   9726-9102 
13.201708,-11.431536, 3-106067510 ,   8659-9102 
206.33545,0.73889001,     4-20899 ,   8581-9102 
236.533286678,55.1686413552,     1-90785 ,   8481-9102 
297.74283,42.05027,      4-5950 ,   8109-9102 
297.35469,46.969351,  7-18060408 ,   9023-9102 
119.910133628,28.7460943949,    1-146360 ,   8937-9102 
103.67678,-4.01703,    7-724744 ,   8907-9102 
207.24834,0.0030411209, 3-113460552 ,   9685-9102 
258.711260975,57.5702967865,     1-24128 ,   8625-9102 
291.49944,37.059283,  3-13610621 ,   9133-9102 
84.87089,32.54422,     27-1461 ,   8045-9102 
201.560998184,47.3003378894,    1-575733 ,   8319-9102 
183.309096071,46.5020456996,    1-282186 ,   8261-9102 
143.754018642,48.9767418599,    1-156037 ,   8439-9102 
125.944507218,23.5893148394,    1-384065 ,   8939-9102 
207.142413876,24.8915949163,    1-422974 ,   8443-9102 
56.840579,68.045739,       51-46 ,   9675-9102 
207.18163,-0.72597417, 3-113117721 ,   9684-9102 
151.59389,25.092268, 3-131370362 ,   9691-9102 
112.721756162,43.5007438516,    1-377720 ,   8133-9102 
121.430535847,25.4530576312,    1-556691 ,   8940-9102 
89.305115,42.400726,  7-27503095 ,   8682-9102 
92.002723,-6.5388027, 3-146180773 ,   8908-9102 
225.791524074,41.8163174826,    1-236141 ,   8980-9102 
142.99396,47.898019, 3-149189545 ,   9692-9102 
227.536895057,31.8878363741,    1-314676 ,   9045-9102 
194.383137,28.476943,        50-7 ,   8479-9102 
299.0293,45.613787,  7-18516543 ,   9080-9102 
232.013865308,42.8136726746,    12-84679 ,   7443-9102 
138.58093,23.26529,      4-4145 ,   8117-9102 
127.43483886,22.4243963664,    1-384848 ,   9494-9102 
241.292623361,45.4947146122,    1-210019 ,   8549-9102 
183.789114229,36.3366201557,    1-419607 ,   8554-9102 
194.25708,28.390179,       50-11 ,   9051-9102 
84.173811,-1.4644167,  3-51015257 ,   8899-9102 
278.03666,2.7038984,  3-46334558 ,   9801-9102 
260.96305,58.32173,     1-25609 ,   7990-9102 
319.78917,32.638023,  3-59550870 ,   8664-9102 
